  0.200000003     -0.128339693    
  0.400000006     -0.128185794    
  0.600000024     -0.127929673    
  0.800000012     -0.127571985    
   1.00000000     -0.127113566    
   1.20000005     -0.126555488    
   1.39999998     -0.125899091    
   1.60000002     -0.125145882    
   1.80000007     -0.124297865    
   2.00000000     -0.123356797    
   2.20000005     -0.122324854    
   2.40000010     -0.121204711    
   2.60000014     -0.119998701    
   2.79999995     -0.118709713    
   3.00000000     -0.117340609    
   3.20000005     -0.115894608    
   3.40000010     -0.114374787    
   3.60000014     -0.112784736    
   3.79999995     -0.111127846    
   4.00000000     -0.109407589    
   4.20000029     -0.107628003    
   4.40000010     -0.105792604    
   4.59999990     -0.103905365    
   4.80000019     -0.101970233    
   5.00000000      -9.99910310E-02
   5.20000029      -9.79719609E-02
   5.40000010      -9.59168300E-02
   5.59999990      -9.38296244E-02
   5.80000019      -9.17144641E-02
   6.00000000      -8.95754248E-02
   6.20000029      -8.74162167E-02
   6.40000010      -8.52408409E-02
   6.59999990      -8.30531046E-02
   6.80000019      -8.08569491E-02
   7.00000000      -7.86557123E-02
   7.20000029      -7.64533505E-02
   7.40000010      -7.42531568E-02
   7.59999990      -7.20586628E-02
   7.80000019      -6.98731318E-02
   8.00000000      -6.76995888E-02
   8.19999981      -6.55413345E-02
   8.40000057      -6.34010732E-02
   8.60000038      -6.12816550E-02
   8.80000019      -5.91857657E-02
   9.00000000      -5.71158566E-02
   9.19999981      -5.50741702E-02
   9.40000057      -5.30630462E-02
   9.60000038      -5.10844849E-02
   9.80000019      -4.91403937E-02
   10.0000000      -4.72324342E-02
   10.1999998      -4.53622490E-02
   10.4000006      -4.35313247E-02
   10.6000004      -4.17408384E-02
   10.8000002      -3.99920829E-02
   11.0000000      -3.82858366E-02
   11.1999998      -3.66231427E-02
   11.4000006      -3.50046232E-02
   11.6000004      -3.34309042E-02
   11.8000002      -3.19023803E-02
   12.0000000      -3.04194018E-02
   12.1999998      -2.89821792E-02
   12.4000006      -2.75907554E-02
   12.6000004      -2.62451395E-02
   12.8000002      -2.49451883E-02
   13.0000000      -2.36906558E-02
   13.1999998      -2.24812236E-02
   13.4000006      -2.13164948E-02
   13.6000004      -2.01959126E-02
   13.8000002      -1.91189758E-02
   14.0000000      -1.80849824E-02
   14.1999998      -1.70932263E-02
   14.4000006      -1.61429066E-02
   14.6000004      -1.52332522E-02
   14.8000002      -1.43633569E-02
   15.0000000      -1.35323182E-02
   15.1999998      -1.27391666E-02
   15.4000006      -1.19828964E-02
   15.6000004      -1.12625258E-02
   15.8000002      -1.05769848E-02
   16.0000000      -9.92523693E-03
   16.2000008      -9.30619519E-03
   16.3999996      -8.71878956E-03
   16.6000004      -8.16193409E-03
   16.8000011      -7.63452705E-03
   17.0000000      -7.13548763E-03
   17.2000008      -6.66374341E-03
   17.3999996      -6.21820241E-03
   17.6000004      -5.79781504E-03
   17.8000011      -5.40152146E-03
   18.0000000      -5.02829906E-03
   18.2000008      -4.67711175E-03
   18.3999996      -4.34697885E-03
   18.6000004      -4.03691595E-03
   18.8000011      -3.74597032E-03
   19.0000000      -3.47321876E-03
   19.2000008      -3.21774487E-03
   19.3999996      -2.97868112E-03
   19.6000004      -2.75517418E-03
   19.8000011      -2.54639913E-03
   20.0000000      -2.35156436E-03
   20.2000008      -2.16989848E-03
   20.3999996      -2.00066972E-03
   20.6000004      -1.84315909E-03
   20.8000011      -1.69669080E-03
   21.0000000      -1.56061712E-03
   21.2000008      -1.43430603E-03
   21.3999996      -1.31716474E-03
   21.6000004      -1.20862154E-03
   21.8000011      -1.10813708E-03
   22.0000000      -1.01519516E-03
   22.2000008      -9.29304108E-04
   22.3999996      -8.50000011E-04
   22.6000004      -7.76842178E-04
   22.8000011      -7.09411222E-04
   23.0000000      -6.47316978E-04
   23.2000008      -5.90184238E-04
   23.3999996      -5.37665619E-04
   23.6000004      -4.89427126E-04
   23.8000011      -4.45161073E-04
   24.0000000      -4.04574530E-04
   24.2000008      -3.67394212E-04
   24.3999996      -3.33364180E-04
   24.6000004      -3.02244414E-04
   24.8000011      -2.73810467E-04
   25.0000000      -2.47853051E-04
   25.2000008      -2.24177085E-04
   25.3999996      -2.02600568E-04
   25.6000004      -1.82954245E-04
   25.8000011      -1.65080754E-04
   26.0000000      -1.48834777E-04
   26.2000008      -1.34079834E-04
   26.3999996      -1.20691424E-04
   26.6000004      -1.08552675E-04
   26.8000011      -9.75569128E-05
   27.0000000      -8.76048798E-05
   27.2000008      -7.86051023E-05
   27.3999996      -7.04734630E-05
   27.6000004      -6.31325456E-05
   27.8000011      -5.65109549E-05
   28.0000000      -5.05436146E-05
   28.2000008      -4.51700616E-05
   28.3999996      -4.03356935E-05
   28.6000004      -3.59898077E-05
   28.8000011      -3.20865292E-05
   29.0000000      -2.85836650E-05
   29.2000008      -2.54428760E-05
   29.3999996      -2.26291013E-05
   29.6000004      -2.01103758E-05
   29.8000011      -1.78577247E-05
   30.0000000      -1.58447201E-05
   30.2000008      -1.40473885E-05
   30.3999996      -1.24439739E-05
   30.6000004      -1.10147739E-05
   30.8000011      -9.74188970E-06
   31.0000000      -8.60925229E-06
   31.2000008      -7.60218381E-06
   31.3999996      -6.70757117E-06
   31.6000004      -5.91348453E-06
   31.8000011      -5.20925278E-06
   32.0000000      -4.58520799E-06
   32.2000008      -4.03269632E-06
   32.4000015      -3.54392478E-06
   32.6000023      -3.11190570E-06
   32.7999992      -2.73036949E-06
   33.0000000      -2.39369615E-06
   33.2000008      -2.09684754E-06
   33.4000015      -1.83535042E-06
   33.6000023      -1.60517789E-06
   33.7999992      -1.40275210E-06
   34.0000000      -1.22487074E-06
   34.2000008      -1.06869220E-06
   34.4000015      -9.31682393E-07
   34.6000023      -8.11585551E-07
   34.7999992      -7.06406126E-07
   35.0000000      -6.14366229E-07
   35.2000008      -5.33891011E-07
   35.4000015      -4.63585451E-07
   35.6000023      -4.02216500E-07
   35.7999992      -3.48692708E-07
   36.0000000      -3.02049898E-07
   36.2000008      -2.61436497E-07
   36.4000015      -2.26103197E-07
   36.6000023      -1.95388282E-07
   36.7999992      -1.68712035E-07
   37.0000000      -1.45560278E-07
   37.2000008      -1.25485656E-07
   37.4000015      -1.08092642E-07
   37.6000023      -9.30362560E-08
   37.7999992      -8.00132014E-08
   38.0000000      -6.87579771E-08
   38.2000008      -5.90384985E-08
   38.4000015      -5.06526057E-08
   38.6000023      -4.34230962E-08
   38.7999992      -3.71956581E-08
   39.0000000      -3.18357571E-08
   39.2000008      -2.72264913E-08
   39.4000015      -2.32659367E-08
   39.6000023      -1.98655989E-08
   39.7999992      -1.69487056E-08
   40.0000000      -1.44485188E-08
   40.2000008      -1.23072841E-08
   40.4000015      -1.04750040E-08
   40.6000023      -8.90834517E-09
   40.7999992      -7.56999796E-09
   41.0000000      -6.42754472E-09
   41.2000008      -5.45314061E-09
   41.4000015      -4.62274485E-09
   41.6000023      -3.91567845E-09
   41.7999992      -3.31412386E-09
   42.0000000      -2.80273382E-09
   42.2000008      -2.36833797E-09
   42.4000015      -1.99968508E-09
   42.6000023      -1.68706293E-09
   42.7999992      -1.42218393E-09
   43.0000000      -1.19792376E-09
   43.2000008      -1.00822384E-09
   43.4000015      -8.47884651E-10
   43.6000023      -7.12476023E-10
   43.7999992      -5.98213312E-10
   44.0000000      -5.01872210E-10
   44.2000008      -4.20711216E-10
   44.4000015      -3.52393226E-10
   44.6000023      -2.94932412E-10
   44.7999992      -2.46644011E-10
   45.0000000      -2.06097070E-10
   45.2000008      -1.72077949E-10
   45.4000015      -1.43559220E-10
   45.6000023      -1.19670593E-10
   45.7999992      -9.96784391E-11
   46.0000000      -8.29590355E-11
   46.2000008      -6.89890506E-11
   46.4000015      -5.73253667E-11
   46.6000023      -4.75958196E-11
   46.7999992      -3.94860949E-11
   47.0000000      -3.27318450E-11
   47.2000008      -2.71111241E-11
   47.4000015      -2.24377444E-11
   47.6000023      -1.85551036E-11
   47.7999992      -1.53320898E-11
   48.0000000      -1.26587230E-11
   48.2000008      -1.04431446E-11
   48.4000015      -8.60845163E-12
   48.6000023      -7.09042157E-12
   48.7999992      -5.83541765E-12
   49.0000000      -4.79870570E-12
   49.2000008      -3.94301865E-12
